	AUPR	AUC	F1
0	0.9378447104127724	0.991504780740731	0.9083969465648855
1	0.9465349424720667	0.9916485433721133	0.9169054441260746
2	0.947873695183411	0.9915842681062799	0.9130850047755492
3	0.9430720198667834	0.991500530919961	0.9103053435114504
4	0.9477432440558622	0.9915440319986963	0.9130850047755492
5	0.9467247348664671	0.9916148221481691	0.9130850047755492
6	0.9416158811308291	0.9914686475591825	0.9083969465648855
7	0.9436449889361334	0.9915124276236139	0.9141221374045801
8	0.9492077287232323	0.9915383381360445	0.9149952244508118
9	0.9453128163779196	0.9915922756468019	0.9130850047755492
10	0.9466323516430335	0.9915641006962939	0.9084315503173164
11	0.945298111030197	0.9915463786821899	0.9130850047755492
12	0.9478691417963914	0.9916222391768958	0.9149952244508118
13	0.9485394540786278	0.9915815111084116	0.9130850047755492
14	0.9451594930753926	0.9915484297768387	0.9122137404580153
15	0.942586048775024	0.9915135762452092	0.9130850047755492
16	0.9496102749947323	0.9916040084144417	0.9141221374045801
17	0.944884013489135	0.9915196478241277	0.9092645654250239
18	0.9489821200952459	0.9915958036491332	0.9130850047755492
19	0.9427895503102599	0.9915222240121615	0.9003623188405797
20	0.9286757718433971	0.9950300665649174	0.9016236867239733
21	0.9221638915259325	0.9950030897082776	0.8844317096466093
22	0.9359656383599939	0.9950872695800805	0.8931297709923665
23	0.9319225381518016	0.9950096531709495	0.8902991840435177
24	0.9338201007870023	0.9949328902274419	0.8901623686723973
25	0.9335830294837674	0.9950610638036556	0.892925430210325
26	0.9245013949252896	0.9949688102937706	0.8901623686723973
27	0.9307214024776602	0.9950455240985341	0.8901623686723973
28	0.9302898876884576	0.9949683180472767	0.892925430210325
29	0.9332374498533019	0.9951112271458449	0.8901623686723973
30	0.932341957666745	0.9950429478421461	0.8958930276981852
31	0.9331906549422995	0.9950478049345267	0.8947368421052632
32	0.9348832213817712	0.9950842666536396	0.896551724137931
33	0.9326884321502767	0.995112539818183	0.8939256572982774
34	0.9288091543030234	0.9949511867213363	0.8893129770992366
35	0.934700310105666	0.9949972971657222	0.9007633587786259
36	0.9337207160129573	0.9950465250024307	0.8901623686723973
37	0.9296328930480117	0.9950103425309971	0.8892921960072595
38	0.937269394936419	0.995057191230577	0.9111747851002865
39	0.9301494688758943	0.9950673650129103	0.8863419293218721
40	0.9377682701824608	0.9935731819324221	0.9130850047755492
41	0.9363305212533098	0.9936379662178532	0.9016236867239733
42	0.9391707102299638	0.9936382945975666	0.9073543457497613
43	0.9388649042154055	0.9934927104648181	0.9111747851002865
44	0.9399676502009587	0.9935453024211026	0.9149952244508118
45	0.9399606775599592	0.9936529643647616	0.9177820267686424
46	0.9362252477796055	0.993611038371406	0.9092645654250239
47	0.9400177521948578	0.9936188165253446	0.9207258834765998
48	0.9390131099826623	0.9935896570226808	0.9101338432122371
49	0.9400279880556461	0.9936395087582457	0.9092645654250239
50	0.93731931437803	0.9936634499077523	0.9083969465648855
51	0.9393482604631658	0.9936428726959918	0.9130850047755492
52	0.9414110486868327	0.9936994687148286	0.9188156638013372
53	0.9413434644661103	0.9936710311548762	0.916030534351145
54	0.9387205148672995	0.9935670286413198	0.9113441372735939
55	0.9387929183405168	0.9934969113972381	0.9092645654250239
56	0.9407570717938347	0.9936883101204619	0.9149952244508118
57	0.9388173247243673	0.9935079384086126	0.9130850047755492
58	0.9413359990041588	0.9935922006307587	0.9169054441260746
59	0.9386822784348433	0.9937151723539204	0.9064885496183206
60	0.9397271182295999	0.9939536724820417	0.9035339063992359
61	0.9426429093453723	0.9940069863382657	0.90371782650143
62	0.9383374744726944	0.9939768425242912	0.8901623686723973
63	0.9460467621451163	0.9940032942875603	0.9073543457497613
64	0.9435661874154362	0.9939706560320714	0.9005736137667304
65	0.946321120792972	0.9940775467366922	0.9139579349904398
66	0.9416973971714484	0.9939622218495563	0.897803247373448
67	0.9475562151801206	0.9939732817826088	0.9111747851002865
68	0.942865826641993	0.9939737739830119	0.9054441260744985
69	0.9489661284266402	0.9939950405408686	0.9092645654250239
70	0.9471781471809615	0.9940816162793036	0.9111747851002865
71	0.9486823195482883	0.99401694716856	0.9111747851002865
72	0.9487475879234298	0.9940539501345367	0.9073543457497613
73	0.9430963438505231	0.9940146004788689	0.9074410163339383
74	0.9465164466248877	0.9940108755938108	0.9111747851002865
75	0.9435652279657629	0.993941365381241	0.90371782650143
76	0.946510405071328	0.9940405765647676	0.9026717557251909
77	0.9435058771063816	0.9939292390300374	0.8997134670487106
78	0.9493792166695345	0.9940726404458592	0.9092645654250239
79	0.9475100304931741	0.9940345049580621	0.9054441260744985
80	0.9391072346381225	0.994256697497478	0.9097815764482431
81	0.9384183381777744	0.9943289968789152	0.908745247148289
82	0.9386348526365832	0.9942695535817929	0.9106463878326996
83	0.9428417892886705	0.9942124804270146	0.9163498098859315
84	0.9428571910272351	0.9942537756582526	0.9125475285171103
85	0.9419473248920447	0.9943226499762273	0.9201520912547528
86	0.942699522353216	0.9942715014605008	0.9144486692015209
87	0.9429513740621067	0.9942428024605687	0.9144486692015209
88	0.9384669897218887	0.9941917190175674	0.903041825095057
89	0.9441819407802963	0.9943505859748251	0.908745247148289
90	0.9443846002130465	0.9943246465669101	0.9201520912547528
91	0.9422592695778905	0.9943176828353026	0.9201520912547528
92	0.9431002291806851	0.9944006629357903	0.9154795821462488
93	0.9465477542039373	0.9944036335970412	0.9144486692015209
94	0.9419227125603844	0.9942455457822054	0.9182509505703422
95	0.9414774397960963	0.9942103215009943	0.9070208728652751
96	0.9445025596850736	0.994328672261652	0.9154795821462488
97	0.9417358553931231	0.9942004845524972	0.9068441064638784
98	0.9451286577944316	0.9943082193471895	0.9182509505703422
99	0.9454448549618766	0.9943718992418307	0.9144486692015209
