	AUPR	AUC	F1
0	0.7902636310666225	0.9686015467126119	0.7430683918669131
1	0.7945205516560837	0.9684731927213437	0.752
2	0.789900886360014	0.9684506146812822	0.7455329636475663
3	0.7901065712268978	0.9683540243883753	0.7361282367447596
4	0.7961599974902684	0.9684918651893647	0.7443006777572396
5	0.7879583213803304	0.9683651799087287	0.7373612823674476
6	0.7801268219133494	0.9683592705116635	0.7455329636475663
7	0.799688443488906	0.9687057839256454	0.7595561035758323
8	0.7915169409793286	0.968461920802879	0.7472256473489519
9	0.7931660992258753	0.9685537441277016	0.7487684729064039
10	0.7906563489645451	0.9684659563149625	0.7507692307692307
11	0.7962212749724819	0.9684290149276368	0.745608327911516
12	0.7808715262986219	0.9683305711554504	0.74060382008626
13	0.7977096953240328	0.9686411693397668	0.7492298213185459
14	0.7845622598588178	0.9684611890446722	0.7404033832140533
15	0.7951175595800682	0.968586909773057	0.7467652495378928
16	0.7805467790124853	0.9684639661739967	0.7384435342305442
17	0.7901776868164576	0.9684683091464448	0.7479975354282193
18	0.7985264364600319	0.9685723002424016	0.7503075030750308
19	0.7958059247277882	0.9685578684514029	0.749691738594328
20	0.7916642184160554	0.977613570771981	0.7484586929716399
21	0.7863307783954534	0.9774966117636852	0.750924784217016
22	0.7772759320719492	0.977538833433599	0.7479975354282193
23	0.7920034023012403	0.9774883223871392	0.7472256473489519
24	0.7865135811958104	0.9774626185198627	0.7426108374384236
25	0.7708921020851418	0.9773302698834252	0.7459926017262639
26	0.7827872533391558	0.9773879767730399	0.7384615384615385
27	0.7952997850222645	0.9776808874542603	0.7566235366605052
28	0.8037378944573872	0.9776897928093438	0.7640172520024646
29	0.7906994579775317	0.9776061704148327	0.7541589648798521
30	0.7767387672570891	0.9774472564197425	0.7485380116959064
31	0.7879339785853634	0.9775480328685885	0.7487684729064039
32	0.7822019046859815	0.9774956337575155	0.7438423645320197
33	0.7881709685050868	0.9776663531000506	0.7524630541871922
34	0.7851421408776054	0.9775828334057368	0.7443006777572396
35	0.7872297629278013	0.9775520546758736	0.7467652495378928
36	0.7859384250364936	0.9774655799847425	0.7470769230769231
37	0.7865107624363428	0.9775303930668108	0.749691738594328
38	0.7947171890881433	0.9776278932559039	0.7498375568551007
39	0.7937779658254113	0.977626019368395	0.7578558225508318
40	0.7879323803857832	0.9764046269602945	0.7438423645320197
41	0.7959147303539469	0.9762094833320172	0.7467652495378928
42	0.7887070072402967	0.976193348219433	0.7435265104808878
43	0.7910579201448704	0.9761839849217768	0.7393715341959335
44	0.7941661079241702	0.9762313157266868	0.7443006777572396
45	0.7757631766026141	0.9760399882423076	0.7302516091281451
46	0.7816658655920834	0.97596826721632	0.7388758782201406
